ID de CHIP;ID de catálogo;ID de catálogo;CONFIGURATION;URL;ID de CHIP;ID de CHIP;LAYOUTDATA;ID of a Catalog;IS_READ_ONLY;Cronomarcador;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:4CSCWZ77KE7LR7NE56MYBW95J;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;4CSCWZ77KE7LR7NE56MYBW95J;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_ZFI_MON_CHEQ_RECH\"",\""semantic_action\"":\""ZAccion_ZFI_MON_CHEQ_RECH\"",\""display_title_text\"":\""Monitor de cheques a rechazar\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""ZFI_MON_CHEQ_RECH\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;22/8/2024 12:28;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:4CSCWZ77KE7LR7NE6BOKFOGNR;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;4CSCWZ77KE7LR7NE6BOKFOGNR;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_ZFI_MONITOR_NOSIS\"",\""semantic_action\"":\""ZAccion_ZFI_MONITOR_NOSIS\"",\""display_title_text\"":\""Monitor Nosis\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""ZFI_MONITOR_NOSIS\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;22/8/2024 12:29;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:4CSCWZ77KE7LR7NE74VM3GO5Z;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;4CSCWZ77KE7LR7NE74VM3GO5Z;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_ZFI_MONITOR_NOSIS-ZAccion_ZFI_MONITOR_NOSIS?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_ZFI_MONITOR_NOSIS\"",\""navigation_semantic_action\"":\""ZAccion_ZFI_MONITOR_NOSIS\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;22/8/2024 12:29;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:4CSCWZ77KE7LR7NE82502WYMV;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;4CSCWZ77KE7LR7NE82502WYMV;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_ZFI_MONITOR_VALORES-ZAccion_ZFI_MONITOR_VALORES?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_ZFI_MONITOR_VALORES\"",\""navigation_semantic_action\"":\""ZAccion_ZFI_MONITOR_VALORES\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;22/8/2024 12:30;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:4CSCWZ77KE7LR7NE9AC2V8M6V;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;4CSCWZ77KE7LR7NE9AC2V8M6V;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_ZFI_MONITOR_VALORES\"",\""semantic_action\"":\""ZAccion_ZFI_MONITOR_VALORES\"",\""display_title_text\"":\""Monitor Valores\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""ZFI_MONITOR_VALORES\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;22/8/2024 12:30;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:AJBZFHDEENE1O6D7QJ9U91GDM;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;AJBZFHDEENE1O6D7QJ9U91GDM;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_ZFI_PAGOS_EFECTOS-ZAccion_ZFI_PAGOS_EFECTOS?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_ZFI_PAGOS_EFECTOS\"",\""navigation_semantic_action\"":\""ZAccion_ZFI_PAGOS_EFECTOS\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;20/9/2024 14:29;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:AJBZFHDEENE1O6D80L8YKEWX6;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;AJBZFHDEENE1O6D80L8YKEWX6;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_ZFI_PAGOS_EFECTOS\"",\""semantic_action\"":\""ZAccion_ZFI_PAGOS_EFECTOS\"",\""display_title_text\"":\""Compensación Efectos por vencer\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""ZFI_PAGOS_EFECTOS\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;20/9/2024 14:30;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:AJBZFHDEENE1OB3EVLJY5ILLD;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;AJBZFHDEENE1OB3EVLJY5ILLD;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_ZFI_VBWF15_CC-ZAccion_ZFI_VBWF15_CC?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_ZFI_VBWF15_CC\"",\""navigation_semantic_action\"":\""ZAccion_ZFI_VBWF15_CC\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""ZFI_VBWF15_CC\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;1/11/2024 16:55;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:AJBZFHDEENE1OB3EXC3UA8TSH;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;AJBZFHDEENE1OB3EXC3UA8TSH;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_ZFI_VBWF15_CC\"",\""semantic_action\"":\""ZAccion_ZFI_VBWF15_CC\"",\""display_title_text\"":\""Autor. p. liberar docs. por CeCo\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""ZFI_VBWF15_CC\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;1/11/2024 16:56;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:ANCCJXTS47H3EK2DELHV5VHXD;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;ANCCJXTS47H3EK2DELHV5VHXD;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_MAT_IMORA-ZACCION_MAT_IMORA?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_MAT_IMORA\"",\""navigation_semantic_action\"":\""ZACCION_MAT_IMORA\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;7/5/2025 17:44;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:ANCCJXTS47H3EK2DU8QN8HP4X;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;ANCCJXTS47H3EK2DU8QN8HP4X;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_MAT_IMORA\"",\""semantic_action\"":\""ZACCION_MAT_IMORA\"",\""display_title_text\"":\""Materiales para Interes por Mora\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""ZMAT_ITERES_MORA\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""form_factors\"":{\""appDefault\"":false,\""manual\"":{\""desktop\"":true,\""tablet\"":true,\""phone\"":false}},\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;7/5/2025 17:45;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:ANCCJXTS47H3EK2DVMGHNV3B5;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;ANCCJXTS47H3EK2DVMGHNV3B5;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_FI_IMORA-ZACCION_FI_IMORA?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_FI_IMORA\"",\""navigation_semantic_action\"":\""ZACCION_FI_IMORA\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;7/5/2025 17:46;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:ANCCJXTS47H3EK2DXNS7H8OZL;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;ANCCJXTS47H3EK2DXNS7H8OZL;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_FI_IMORA\"",\""semantic_action\"":\""ZACCION_FI_IMORA\"",\""display_title_text\"":\""Crear ND por interes por mora\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""ZFI_INTERES_MORA_ND\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""form_factors\"":{\""appDefault\"":false,\""manual\"":{\""desktop\"":true,\""tablet\"":true,\""phone\"":false}},\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;7/5/2025 17:47;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:ANCCJXTS47H3EQF3Z01RIQ94E;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;ANCCJXTS47H3EQF3Z01RIQ94E;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_ZFIPORCINTER-ZACCION_ZFI_PORC_INTER?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_ZFIPORCINTER\"",\""navigation_semantic_action\"":\""ZACCION_ZFI_PORC_INTER\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;3/7/2025 19:22;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION:ANCCJXTS47H3EQF41L59WEGFI;X-SAP-UI2-CATALOGPAGE:ZFI_BC_AR_GESTION;ANCCJXTS47H3EQF41L59WEGFI;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_ZFIPORCINTER\"",\""semantic_action\"":\""ZACCION_ZFI_PORC_INTER\"",\""display_title_text\"":\""Porcentaje de interés por mora\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""ZFI_PORC_INTER\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;3/7/2025 19:23;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFHG6F5ITZW;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFHG6F5ITZW;;;X-SAP-UI2-CHIP:/UI2/ACTION;X-SAP-UI2-ADCHIP:X-SAP-UI2-ADCAT:SAP_TC_FIN_ACC_BE_APPS:S4FIN:FA163EDF73161EE59DCA93ED9A094DAE_TM;;;;22/8/2024 12:55;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFHG6F5J6N0;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFHG6F5J6N0;;;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;X-SAP-UI2-ADCHIP:X-SAP-UI2-ADCAT:SAP_TC_FIN_ACC_BE_APPS:S4FIN:FA163EDF73161EE59DCA93ED9A094DAE_AL;;;;22/8/2024 12:55;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFI728YEYQK;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFI728YEYQK;;;X-SAP-UI2-CHIP:/UI2/ACTION;X-SAP-UI2-ADCHIP:X-SAP-UI2-ADCAT:SAP_TC_FIN_ACC_BE_APPS:S4FIN:FA163EDF73161EE59DCA93ED9A07ADAE_TM;;;;22/8/2024 12:56;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFI728YFBDO;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFI728YFBDO;;;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;X-SAP-UI2-ADCHIP:X-SAP-UI2-ADCAT:SAP_TC_FIN_ACC_BE_APPS:S4FIN:FA163EDF73161EE59DCA93ED9A07ADAE_AL;;;;22/8/2024 12:56;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFN4W5XMESD;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFN4W5XMESD;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_SMX-ZAccion_SMX?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_SMX\"",\""navigation_semantic_action\"":\""ZAccion_SMX\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;22/8/2024 12:59;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFO0O8IB6U5;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFO0O8IB6U5;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_SMX\"",\""semantic_action\"":\""ZAccion_SMX\"",\""display_title_text\"":\""Visualizar jobs propios\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""SMX\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;22/8/2024 12:59;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFOO4BR41UL;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFOO4BR41UL;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_SOST-ZAccion_SOST?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_SOST\"",\""navigation_semantic_action\"":\""ZAccion_SOST\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;22/8/2024 13:00;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFPRS6NKORH;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFPRS6NKORH;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_SOST\"",\""semantic_action\"":\""ZAccion_SOST\"",\""display_title_text\"":\""SAPconnect: Órdenes de envío\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""SOST\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;22/8/2024 13:00;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFQKCRVO1NH;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFQKCRVO1NH;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_SP02-ZAccion_SP02?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_SP02\"",\""navigation_semantic_action\"":\""ZAccion_SP02\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;22/8/2024 13:01;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFRDEB7CXUL;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFRDEB7CXUL;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_SP02\"",\""semantic_action\"":\""ZAccion_SP02\"",\""display_title_text\"":\""Visualizar órdenes SPOOL\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""Z_SP02\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;22/8/2024 13:01;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFSGAJSHE1P;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFSGAJSHE1P;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_SU3-ZAccion_SU3?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_SU3\"",\""navigation_semantic_action\"":\""ZAccion_SU3\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;22/8/2024 13:02;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFT5MTDJ0BH;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFT5MTDJ0BH;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_SU3\"",\""semantic_action\"":\""ZAccion_SU3\"",\""display_title_text\"":\""Actualiz.datos propios usuar.\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""SU3\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;22/8/2024 13:02;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFTSOG88YN1;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFTSOG88YN1;"{""tileConfiguration"":""{\""display_icon_url\"":\""\"",\""navigation_use_semantic_object\"":true,\""navigation_target_url\"":\""#Z_SWI5-ZAccion_SWI5?sap-ui-tech-hint=GUI\"",\""navigation_semantic_object\"":\""Z_SWI5\"",\""navigation_semantic_action\"":\""ZAccion_SWI5\"",\""navigation_semantic_parameters\"":\""sap-ui-tech-hint=GUI\"",\""display_search_keywords\"":\""\""}""}";;X-SAP-UI2-CHIP:/UI2/STATIC_APPLAUNCHER;;;;;22/8/2024 13:03;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS:4CSCWZ77KE7LR7NFUOFY4TX7H;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BASICAS;4CSCWZ77KE7LR7NFUOFY4TX7H;"{""tileConfiguration"":""{\""semantic_object\"":\""Z_SWI5\"",\""semantic_action\"":\""ZAccion_SWI5\"",\""display_title_text\"":\""Análisis de workload\"",\""url\"":\""\"",\""ui5_component\"":\""\"",\""navigation_provider\"":\""TR\"",\""navigation_provider_role\"":\""\"",\""navigation_provider_instance\"":\""\"",\""target_application_id\"":\""\"",\""target_application_alias\"":\""\"",\""transaction\"":{\""code\"":\""SWI5\""},\""web_dynpro\"":{\""application\"":\""\"",\""configuration\"":\""\""},\""target_system_alias\"":\""\"",\""display_info_text\"":\""\"",\""mapping_signature\"":\""*=*\"",\""signature\"":{\""parameters\"":{\""\"":{\""required\"":false}},\""additional_parameters\"":\""allowed\""}}""}";;X-SAP-UI2-CHIP:/UI2/ACTION;;;;;22/8/2024 13:03;
X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:ZFI_BC_BP_PROVEEDOR:4CSCWZ77KE7LR7NG320TN0CBH;X-SAP-UI2-CATALOGPAGE:ZFI_BC_BP_PROVEEDOR;4CSCWZ77KE7LR7NG320TN0CBH;;;X-SAP-UI2-CHIP:/UI2/ACTION;X-SAP-UI2-PAGE:X-SAP-UI2-CATALOGPAGE:SAP_TC_CMD_BP_COMMON:6FMR9SFQJTA0CWBRGIOK5CUY3;;;;22/8/2024 13:08;
